CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
6.39,1.4,16.11,5.49,0.72,21.92,37.36,Avocado,2653.56,1.0,976.69
6.27,1.32,16.46,5.36,0.72,29.74,30.18,Sunflower,3999.74,0.97,861.15
5.84,1.41,17.09,4.07,0.82,39.62,30.4,Clover,1884.56,1.0,211.13
5.85,1.57,15.17,5.92,0.89,43.89,40.4,Manuka,4032.73,0.95,924.88
9.42,1.39,20.39,5.38,0.89,40.03,23.44,Clover,1639.75,0.85,179.43
7.75,1.51,21.32,5.74,0.78,30.53,26.15,Sage,8909.57,0.68,631.49
1.3,1.26,21.69,6.14,0.87,45.33,34.73,Thyme,3712.61,0.66,606.29
5.26,1.81,18.31,4.3,0.72,38.91,28.8,Orange Blossom,4178.93,1.0,251.38
2.43,1.31,20.84,3.61,0.76,35.68,24.68,Tupelo,8510.41,0.82,764.87
6.79,1.63,14.33,6.37,0.81,41.27,31.01,Alfalfa,8301.67,0.97,420.49
2.9,1.6,16.12,3.42,0.88,49.38,34.15,Alfalfa,6161.63,0.82,355.54
2.42,1.22,21.77,3.04,0.81,21.15,28.11,Sage,6797.09,0.82,761.27
1.01,1.5,18.99,2.71,0.89,22.44,28.84,Tupelo,2190.03,0.64,594.33
8.93,1.43,19.41,5.74,0.8,26.46,25.01,Avocado,5979.79,0.9,880.89
5.53,1.25,22.45,6.57,0.82,45.36,40.71,Clover,9887.35,0.92,194.22
2.68,1.39,14.81,3.76,0.82,49.29,36.21,Alfalfa,1616.5,1.0,432.62
7.28,1.66,20.02,3.21,0.75,28.56,24.98,Clover,1857.67,0.77,162.52
5.66,1.47,20.69,4.24,0.79,34.17,36.36,Rosemary,7528.99,1.0,754.98
4.1,1.22,23.51,7.43,0.76,48.4,27.6,Buckwheat,5394.62,0.66,452.92
8.27,1.23,23.61,6.01,0.85,40.66,35.35,Chestnut,1928.68,0.64,613.52
2.24,1.57,24.13,2.96,0.7,20.79,38.5,Heather,7957.48,0.66,612.96
2.02,1.77,16.82,4.98,0.76,40.48,42.93,Borage,6240.43,1.0,744.91
1.42,1.76,20.29,6.08,0.76,23.69,39.32,Wildflower,9111.79,0.66,212.98
3.57,1.27,22.19,4.11,0.81,29.06,23.11,Sunflower,2214.85,0.77,682.03
9.74,1.32,21.91,3.21,0.72,46.13,31.46,Lavender,7580.05,0.82,496.27
7.42,1.85,23.69,4.56,0.86,29.59,44.43,Borage,5106.26,0.8,593.55
7.38,1.66,14.52,2.83,0.77,36.22,32.35,Lavender,6706.5,0.68,411.67
5.92,1.77,14.9,4.38,0.87,24.61,32.76,Lavender,9528.65,1.0,603.85
7.53,1.6,15.12,5.28,0.82,29.02,42.92,Sage,4382.3,0.64,589.79
1.66,1.45,18.87,4.51,0.72,37.88,27.77,Clover,8604.34,0.84,177.74
7.11,1.44,23.31,3.02,0.88,48.16,35.64,Sunflower,4066.65,1.0,885.99
1.84,1.53,12.34,5.6,0.7,25.27,20.09,Eucalyptus,7045.34,0.64,442.21
4.31,1.66,20.86,2.64,0.8,38.87,32.83,Acacia,8938.79,0.68,370.46
7.63,1.58,13.46,7.13,0.82,25.41,20.11,Borage,2366.53,0.61,454.17
5.13,1.72,21.62,6.36,0.73,47.87,38.1,Rosemary,8147.67,0.97,733.82
3.95,1.8,14.87,6.55,0.74,43.77,36.89,Heather,6287.6,0.66,612.96
5.53,1.35,12.15,2.54,0.72,49.49,31.3,Avocado,7994.65,0.97,949.32
3.78,1.32,21.87,3.12,0.86,44.11,27.9,Heather,2897.31,0.82,761.27
3.46,1.8,23.58,3.84,0.82,43.33,31.69,Eucalyptus,9755.82,0.8,552.02
8.03,1.21,15.32,7.25,0.74,48.31,42.92,Lavender,4052.62,0.64,384.48
5.19,1.77,20.68,4.36,0.87,25.56,23.8,Blueberry,6040.1,1.0,946.46
1.63,1.65,15.24,6.93,0.81,39.83,25.8,Alfalfa,1714.33,0.66,283.24
5.27,1.59,15.77,6.11,0.71,44.46,25.73,Alfalfa,4906.44,0.97,420.49
2.46,1.58,24.28,7.17,0.72,27.67,34.08,Blueberry,4830.42,0.66,626.3
2.37,1.5,19.47,6.37,0.78,38.5,43.2,Lavender,2364.47,0.63,380.25
4.1,1.46,12.02,5.67,0.75,29.71,35.49,Sage,8026.12,0.66,612.96
5.27,1.78,20.58,4.42,0.71,41.07,28.2,Tupelo,8587.42,1.0,936.38
1.97,1.78,15.33,3.78,0.87,48.1,40.75,Wildflower,1816.02,0.77,247.76
6.4,1.6,17.83,6.41,0.8,31.04,32.6,Avocado,3957.33,1.0,976.69
1.51,1.61,24.11,6.7,0.88,37.81,31.62,Avocado,3671.7,0.68,665.85
3.23,1.33,12.66,4.34,0.8,33.75,39.39,Sage,9935.24,0.82,754.78
3.53,1.51,17.75,4.12,0.81,26.86,33.22,Borage,5245.41,1.0,744.91
5.64,1.28,18.31,4.1,0.76,35.29,25.13,Buckwheat,4492.89,1.0,684.45
9.31,1.71,22.94,6.04,0.87,27.7,30.46,Avocado,2758.13,0.66,646.3
7.76,1.44,12.09,6.55,0.87,21.95,27.41,Alfalfa,3405.86,0.9,390.18
9.3,1.25,24.56,3.5,0.89,27.51,23.14,Clover,8589.18,0.8,168.23
1.84,1.23,13.53,2.85,0.78,49.28,35.63,Manuka,3894.78,0.66,646.3
2.34,1.82,20.36,5.48,0.77,22.69,39.69,Chestnut,4767.75,0.66,639.64
1.24,1.72,22.52,7.38,0.86,40.66,41.4,Eucalyptus,5760.99,0.64,442.21
2.9,1.51,16.03,5.79,0.9,26.12,21.14,Tupelo,4796.21,0.64,596.2
8.43,1.82,15.55,6.52,0.89,35.76,38.93,Acacia,7041.64,0.68,370.46
2.33,1.31,19.82,7.08,0.84,43.38,30.28,Acacia,6901.28,0.66,359.59
6.73,1.26,20.62,5.47,0.8,40.71,23.91,Sage,4196.43,0.95,877.16
2.09,1.32,12.31,5.57,0.75,48.39,41.79,Manuka,6410.12,0.64,621.87
9.23,1.49,20.87,7.34,0.76,41.7,28.11,Alfalfa,4169.82,0.66,286.27
9.85,1.7,24.68,4.12,0.76,37.75,24.47,Heather,3194.99,0.82,756.63
9.3,1.62,20.49,3.07,0.71,40.45,42.98,Eucalyptus,7347.69,0.8,553.41
9.15,1.3,13.83,5.97,0.73,26.76,38.63,Orange Blossom,9626.84,0.64,159.56
1.64,1.64,23.36,5.26,0.83,35.13,25.1,Wildflower,7761.79,0.68,219.42
9.35,1.24,16.21,6.72,0.78,47.48,38.61,Lavender,6482.14,0.66,399.58
2.69,1.57,19.35,3.73,0.79,28.14,28.71,Buckwheat,5515.57,0.82,562.51
6.01,1.69,12.09,3.34,0.83,35.57,43.33,Rosemary,1768.26,1.0,754.98
1.36,1.6,21.84,4.89,0.81,40.34,42.03,Orange Blossom,6810.51,0.8,200.31
6.96,1.45,21.5,5.75,0.83,43.66,25.55,Borage,9643.22,1.0,744.91
5.91,1.69,18.34,4.24,0.81,48.89,36.63,Sage,8920.78,1.0,926.3
8.16,1.78,15.59,6.75,0.82,36.97,34.1,Heather,9117.19,0.68,631.49
1.72,1.51,17.12,5.87,0.88,30.47,33.32,Manuka,2225.01,0.86,844.72
9.02,1.74,17.45,6.83,0.78,42.67,37.8,Lavender,1970.65,0.84,510.17
6.3,1.62,12.0,2.55,0.83,39.35,23.39,Orange Blossom,7464.07,0.97,243.08
7.79,1.59,20.48,3.31,0.89,44.74,27.77,Wildflower,7646.05,0.82,264.51
4.56,1.75,17.02,5.28,0.83,43.07,21.21,Buckwheat,4147.07,0.85,579.63
4.02,1.77,17.4,5.59,0.78,38.9,28.65,Blueberry,2017.8,0.86,818.57
5.79,1.37,24.74,6.52,0.87,41.49,34.16,Blueberry,5388.45,1.0,946.46
3.61,1.5,19.61,4.46,0.78,24.78,24.19,Manuka,1845.12,0.77,751.86
9.41,1.38,18.22,3.78,0.72,34.98,30.96,Manuka,6000.16,1.0,976.69
3.64,1.78,17.58,5.42,0.87,37.55,36.45,Thyme,2587.34,0.89,817.18
4.85,1.65,23.02,5.67,0.74,45.08,28.91,Eucalyptus,2980.63,0.97,675.06
7.73,1.25,14.8,6.26,0.76,43.5,33.24,Sage,7132.26,0.66,612.96
1.77,1.53,12.92,3.81,0.89,49.13,22.49,Heather,4434.09,0.8,738.09
8.11,1.69,17.31,4.39,0.71,24.48,38.8,Avocado,3685.19,1.0,976.69
2.31,1.38,17.6,3.84,0.73,48.72,21.84,Acacia,9855.75,1.0,543.41
4.52,1.8,14.44,6.34,0.8,36.3,35.28,Buckwheat,2925.6,0.68,466.62
8.69,1.8,22.14,6.52,0.86,43.31,28.96,Acacia,4678.31,0.66,359.59
7.0,1.44,19.87,3.14,0.75,47.94,22.11,Manuka,3007.51,1.0,976.69
4.54,1.69,17.9,5.54,0.83,42.07,38.1,Borage,9071.91,0.87,649.47
4.11,1.34,19.48,5.7,0.78,22.65,41.83,Sunflower,3838.67,0.64,564.12
4.29,1.82,24.08,4.41,0.75,40.0,22.2,Borage,5609.59,0.8,593.55
8.03,1.78,17.69,3.43,0.83,28.68,44.72,Chestnut,4909.8,1.0,966.61
6.72,1.61,17.84,2.8,0.83,20.98,41.98,Thyme,2031.36,1.0,916.22
1.33,1.65,12.34,6.91,0.87,32.71,21.97,Heather,3823.4,0.66,608.32
9.67,1.6,18.86,3.98,0.73,37.33,38.62,Orange Blossom,1960.85,0.82,204.84
5.83,1.7,20.44,7.42,0.8,47.64,22.75,Lavender,9321.32,0.95,571.82
9.49,1.8,15.44,5.2,0.71,27.88,27.15,Tupelo,3142.94,0.66,619.63
2.33,1.84,15.18,3.23,0.72,22.79,43.69,Manuka,8099.87,0.8,778.25
5.09,1.72,16.08,3.4,0.89,20.36,26.78,Borage,1647.55,1.0,744.91
8.38,1.34,18.4,3.33,0.82,43.43,26.43,Thyme,2583.79,0.82,752.99
2.82,1.25,17.54,7.22,0.82,49.49,36.24,Rosemary,9646.92,0.84,637.85
7.01,1.3,18.33,4.11,0.72,31.78,34.26,Orange Blossom,5927.46,1.0,251.38
9.64,1.51,17.89,6.98,0.8,47.82,35.48,Wildflower,3990.35,0.87,280.62
5.45,1.25,17.24,5.4,0.79,25.61,43.52,Heather,5514.35,1.0,926.3
1.01,1.58,15.12,7.16,0.81,39.37,41.52,Tupelo,2617.13,0.66,614.94
5.33,1.41,12.93,7.01,0.7,36.04,44.37,Orange Blossom,6281.64,1.0,251.38
2.97,1.32,12.01,2.87,0.87,22.8,40.83,Thyme,8862.99,0.64,583.37
2.35,1.56,24.71,4.32,0.85,31.05,41.77,Sunflower,2386.3,0.79,699.76
9.5,1.34,18.4,4.23,0.85,46.18,33.91,Lavender,1814.81,0.8,479.95
5.23,1.66,24.31,6.51,0.74,22.16,39.56,Wildflower,5107.28,0.97,312.83
7.17,1.65,13.61,4.63,0.74,41.07,20.08,Clover,5703.0,1.0,211.13
3.04,1.5,16.95,6.21,0.72,33.35,43.53,Tupelo,3696.43,0.87,811.72
7.78,1.8,16.39,6.46,0.75,49.41,22.66,Lavender,7063.25,0.64,384.48
5.12,1.54,19.08,7.43,0.9,40.12,44.61,Acacia,1865.96,0.92,499.89
4.57,1.62,20.53,7.01,0.82,41.93,30.78,Sunflower,4431.31,0.66,586.28
5.99,1.42,23.12,2.81,0.86,47.9,37.68,Tupelo,9782.71,1.0,936.38
2.45,1.57,19.9,3.46,0.75,22.66,39.85,Orange Blossom,2346.35,0.8,199.8
1.06,1.32,23.93,3.95,0.9,26.87,36.78,Buckwheat,6838.53,0.82,562.51
8.89,1.6,16.08,4.49,0.81,28.0,38.67,Lavender,7833.2,0.82,496.27
6.47,1.3,18.27,6.21,0.71,29.2,40.51,Sage,8593.13,0.95,877.16
2.17,1.65,18.78,6.01,0.83,44.76,27.18,Lavender,8439.4,0.66,399.58
2.69,1.27,18.45,6.77,0.89,23.71,20.92,Blueberry,6942.45,0.64,602.62
9.59,1.26,22.06,4.79,0.86,30.76,28.43,Thyme,4385.87,0.84,771.33
7.95,1.68,22.58,3.74,0.79,28.02,37.68,Wildflower,2366.48,0.8,255.81
7.35,1.29,14.78,3.94,0.86,48.9,26.01,Sunflower,4481.94,0.82,728.14
9.84,1.53,15.13,2.57,0.9,25.07,36.27,Sage,8987.86,0.66,612.96
1.69,1.7,24.23,4.64,0.7,30.42,20.46,Clover,2280.12,0.79,166.75
1.3,1.73,20.75,5.35,0.73,24.31,29.03,Blueberry,3473.5,0.66,626.3
1.34,1.52,21.69,5.91,0.82,22.54,22.11,Clover,7499.63,0.64,134.43
9.96,1.52,19.58,4.97,0.79,39.97,20.04,Orange Blossom,1710.06,0.79,198.55
8.89,1.54,20.0,6.66,0.73,47.33,21.28,Lavender,5366.99,0.64,384.48
5.82,1.85,14.07,4.03,0.81,32.87,21.83,Borage,2592.03,1.0,744.91
3.97,1.33,17.18,4.26,0.76,43.23,31.95,Tupelo,9312.57,1.0,936.38
7.03,1.43,18.66,2.96,0.83,29.97,43.71,Borage,3772.72,1.0,744.91
6.02,1.69,24.01,7.14,0.8,31.1,36.0,Borage,5117.83,0.99,738.94
7.18,1.48,15.94,6.59,0.88,29.9,36.09,Alfalfa,5923.75,0.97,420.49
8.16,1.84,23.87,4.83,0.78,25.33,42.29,Orange Blossom,4975.36,0.8,200.31
7.12,1.61,19.09,3.09,0.82,22.82,36.57,Wildflower,8946.61,1.0,321.85
3.76,1.33,14.42,3.24,0.81,35.79,32.37,Blueberry,6256.96,0.84,796.78
7.05,1.73,13.98,4.16,0.78,31.69,37.32,Wildflower,7904.34,1.0,321.85
2.75,1.35,23.54,6.78,0.89,25.41,27.81,Clover,5013.75,0.66,139.71
2.04,1.27,21.73,6.03,0.81,22.26,30.09,Acacia,5027.97,0.66,359.59
8.05,1.34,23.66,4.41,0.74,20.85,37.4,Eucalyptus,7216.73,0.82,570.79
4.15,1.41,16.03,6.8,0.84,24.74,28.36,Clover,8867.89,0.9,190.42
4.82,1.78,15.4,7.17,0.76,28.59,20.67,Tupelo,9784.41,0.92,861.4
1.99,1.44,24.98,5.52,0.76,27.17,23.69,Sunflower,9711.82,0.85,752.97
7.56,1.84,13.8,7.23,0.82,31.1,24.24,Wildflower,3009.37,0.66,211.37
8.46,1.38,23.42,2.63,0.86,49.66,43.03,Acacia,1621.94,0.85,461.82
2.6,1.76,16.33,4.24,0.73,32.61,20.73,Heather,3830.07,0.82,756.63
3.66,1.82,16.2,6.66,0.84,35.62,41.6,Heather,4890.89,0.66,608.32
5.58,1.39,14.96,7.4,0.78,23.86,44.99,Heather,2627.28,1.0,926.3
2.13,1.59,16.61,2.76,0.72,24.42,33.3,Thyme,9991.17,0.64,581.54
5.97,1.53,18.43,7.03,0.85,49.81,33.31,Tupelo,8016.5,0.97,910.13
8.03,1.52,16.58,4.64,0.79,20.61,27.95,Thyme,7100.11,0.82,752.99
1.97,1.47,22.64,5.47,0.74,24.74,35.86,Manuka,7671.77,0.66,646.3
8.77,1.71,16.1,3.02,0.7,49.25,37.25,Chestnut,7903.35,0.82,794.4
7.93,1.57,13.38,5.73,0.89,48.48,22.07,Buckwheat,7189.37,0.64,435.8
3.74,1.57,16.24,7.2,0.85,29.0,35.55,Sage,8866.0,0.66,612.96
2.15,1.26,13.41,5.97,0.74,33.02,23.57,Clover,1969.74,0.63,132.95
9.0,1.67,20.54,3.62,0.84,28.8,31.92,Lavender,2233.41,0.8,479.95
1.45,1.44,21.88,5.68,0.79,20.35,27.92,Blueberry,3143.8,0.9,853.62
4.17,1.59,17.26,6.03,0.76,28.53,38.01,Chestnut,6605.11,0.87,842.77
3.2,1.21,16.21,2.94,0.78,43.13,36.34,Chestnut,9924.46,0.64,613.52
3.61,1.38,19.91,7.28,0.85,47.17,35.34,Wildflower,9972.54,0.88,281.58
2.94,1.69,15.71,5.51,0.78,25.19,38.88,Thyme,2204.14,0.64,581.54
4.96,1.48,23.25,4.25,0.88,44.41,35.36,Wildflower,9703.48,1.0,321.85
3.51,1.72,23.45,4.17,0.81,33.09,39.59,Heather,4456.52,0.84,779.81
2.45,1.8,12.31,4.71,0.8,48.47,26.4,Sunflower,8811.75,0.82,728.14
2.03,1.5,18.97,5.63,0.76,38.6,41.47,Lavender,2942.42,0.66,396.56
1.35,1.66,16.23,5.77,0.71,27.08,37.67,Orange Blossom,6698.51,0.66,166.35
4.66,1.36,16.68,7.46,0.86,34.77,25.44,Sunflower,9193.05,0.92,816.81
5.87,1.77,17.45,5.13,0.77,48.62,35.41,Borage,8670.61,1.0,744.91
3.8,1.77,23.73,5.35,0.88,31.95,26.62,Alfalfa,7379.5,0.68,294.93
8.1,1.81,23.27,5.16,0.89,23.39,30.57,Avocado,3808.36,0.66,646.3
3.95,1.73,23.63,5.5,0.78,39.05,21.83,Sunflower,8617.82,0.66,581.85
5.83,1.85,18.45,5.89,0.8,30.28,31.82,Sage,9706.95,0.96,893.85
4.72,1.25,18.9,7.39,0.71,27.9,31.74,Thyme,5813.32,0.66,606.29
5.93,1.66,18.26,5.63,0.9,39.66,36.93,Clover,3160.2,0.99,209.44
7.39,1.7,23.48,3.78,0.73,27.29,22.28,Rosemary,7276.11,0.8,601.58
8.53,1.71,17.92,5.7,0.76,40.83,29.58,Manuka,1795.62,0.84,825.17
1.05,1.81,24.36,3.31,0.76,44.07,42.34,Alfalfa,3230.74,0.8,344.72
4.0,1.63,13.33,2.73,0.8,37.93,33.4,Manuka,8512.82,0.68,665.85
4.85,1.74,19.32,5.83,0.89,39.02,28.5,Wildflower,5184.26,0.99,319.27
1.73,1.24,20.67,3.18,0.75,40.65,29.44,Heather,2623.0,0.82,761.27
7.54,1.39,22.09,5.05,0.9,33.21,40.87,Manuka,7179.21,0.9,876.0
8.86,1.69,23.47,6.17,0.7,46.37,22.09,Wildflower,8547.13,0.64,204.93
8.36,1.78,18.74,3.46,0.73,41.3,30.42,Avocado,7531.08,0.82,802.69
3.24,1.59,23.79,5.24,0.72,29.22,23.58,Alfalfa,9590.06,0.61,263.76
4.74,1.52,21.67,3.67,0.75,26.61,32.03,Wildflower,2855.75,0.82,264.51
8.77,1.5,13.29,5.78,0.73,38.59,24.59,Orange Blossom,7256.64,0.66,165.09
5.69,1.67,12.77,3.73,0.75,25.28,37.5,Borage,4279.52,1.0,744.91
2.7,1.34,12.06,2.58,0.9,27.65,28.31,Tupelo,3198.18,0.66,619.63
6.4,1.27,22.81,5.99,0.77,22.28,33.14,Blueberry,6086.81,0.97,919.93
7.42,1.4,19.59,5.31,0.82,45.31,31.41,Chestnut,5936.36,0.9,871.8
2.63,1.86,18.21,5.49,0.74,22.71,40.25,Orange Blossom,8223.92,0.64,160.06
3.99,1.56,22.35,7.2,0.73,39.57,23.48,Manuka,2563.03,0.66,641.42
6.55,1.57,16.16,4.69,0.71,48.84,30.97,Avocado,9754.26,1.0,976.69
9.86,1.4,14.61,5.19,0.74,36.01,33.57,Avocado,9646.89,0.9,874.04
1.79,1.52,12.64,6.43,0.71,45.09,26.44,Borage,5896.28,0.66,492.92
8.88,1.58,14.81,7.4,0.71,33.88,26.13,Heather,9963.59,0.66,606.47
9.22,1.8,17.88,5.44,0.87,22.57,34.5,Manuka,9385.15,0.87,851.56
2.2,1.63,21.91,7.16,0.74,49.38,44.82,Avocado,9393.38,0.64,621.87
4.69,1.59,12.76,6.67,0.86,41.97,22.96,Manuka,2575.48,0.64,621.87
5.61,1.53,17.07,5.41,0.87,44.04,24.17,Rosemary,4523.15,1.0,754.98
4.83,1.78,23.62,7.24,0.72,30.53,30.69,Sunflower,9064.11,0.99,878.89
7.0,1.35,13.86,7.05,0.77,21.96,35.98,Heather,4193.1,0.97,900.34
6.54,1.53,13.0,3.31,0.88,38.53,31.02,Alfalfa,2509.39,1.0,432.62
7.22,1.72,15.13,3.49,0.82,24.67,32.86,Heather,4775.37,0.82,761.27
8.11,1.76,20.55,5.34,0.75,41.0,42.94,Acacia,9410.86,0.64,345.99
3.57,1.33,14.22,2.86,0.82,48.91,34.82,Tupelo,6376.45,0.66,619.63
6.53,1.41,20.11,4.94,0.89,31.16,32.41,Avocado,6648.68,1.0,976.69
3.12,1.69,19.39,6.7,0.72,35.28,36.08,Tupelo,8747.48,0.68,638.37
2.52,1.68,13.1,4.35,0.75,28.53,27.86,Orange Blossom,5643.82,0.82,206.6
1.87,1.23,23.1,4.15,0.87,44.97,41.17,Borage,4083.16,0.8,593.55
7.16,1.74,13.24,2.78,0.76,36.62,39.26,Sage,4044.25,0.99,918.88
6.28,1.81,15.96,5.05,0.72,23.7,25.64,Wildflower,9419.67,0.97,312.83
1.31,1.65,12.83,6.03,0.89,34.18,26.82,Lavender,5057.09,0.68,411.67
4.09,1.23,13.79,3.28,0.89,30.28,34.05,Sunflower,1995.14,0.82,721.93
8.67,1.86,15.03,4.69,0.87,37.4,40.75,Acacia,4862.54,0.82,443.87
3.38,1.49,18.18,6.84,0.74,38.42,24.38,Chestnut,9288.8,0.66,634.8
9.67,1.57,14.04,7.46,0.76,33.79,44.85,Clover,9989.47,0.63,132.95
9.23,1.63,24.59,5.98,0.77,41.02,29.51,Lavender,9348.66,0.66,399.58
1.55,1.52,17.6,6.09,0.85,45.35,29.12,Chestnut,6951.64,0.87,842.77
3.43,1.56,24.43,2.85,0.85,32.85,28.55,Chestnut,7600.85,0.68,658.98
3.75,1.44,21.46,4.3,0.77,43.01,41.25,Heather,4312.34,1.0,926.3
9.65,1.65,18.38,5.01,0.77,39.36,23.53,Manuka,3441.66,0.66,641.42
4.87,1.46,21.33,2.56,0.71,22.83,25.01,Heather,8768.82,0.97,900.34
9.03,1.48,14.0,6.27,0.82,35.73,38.82,Lavender,8910.25,0.68,411.67
3.22,1.55,15.93,3.2,0.77,38.19,21.57,Sunflower,7459.81,0.82,723.7
3.38,1.46,18.5,3.6,0.75,43.71,36.17,Sage,6135.59,0.82,761.27
7.48,1.32,22.09,7.24,0.85,28.58,43.43,Clover,5733.73,0.64,134.43
9.38,1.39,13.78,3.03,0.85,47.49,36.31,Buckwheat,6837.08,1.0,684.45
4.95,1.76,21.93,4.39,0.9,20.58,25.26,Manuka,4880.52,1.0,976.69
4.45,1.31,24.56,6.67,0.87,20.74,25.76,Thyme,3741.09,0.66,606.29
2.72,1.7,15.72,3.66,0.84,29.71,38.12,Tupelo,7625.54,0.82,769.55
4.24,1.48,24.04,2.66,0.86,25.56,22.55,Acacia,6851.94,0.64,345.99
1.4,1.83,20.8,6.29,0.78,46.09,38.16,Borage,9148.08,0.66,492.92
1.9,1.67,17.84,3.63,0.88,34.74,41.84,Alfalfa,6762.57,1.0,432.62
8.5,1.38,20.8,6.16,0.86,32.85,44.29,Blueberry,5272.49,0.9,848.88
2.11,1.84,19.65,5.28,0.85,23.36,23.78,Sunflower,6268.47,0.64,564.12
1.3,1.5,13.75,3.43,0.83,27.5,26.4,Borage,3668.8,0.82,612.19
1.71,1.37,17.59,5.57,0.88,47.53,43.3,Rosemary,3774.27,1.0,754.98
5.24,1.3,15.66,5.15,0.74,25.51,21.77,Buckwheat,8328.93,0.95,648.14
1.58,1.49,15.56,3.3,0.82,49.52,27.94,Alfalfa,7477.01,0.82,355.54
2.77,1.3,21.77,5.32,0.77,30.0,31.22,Sage,6527.27,0.66,612.96
1.13,1.47,20.3,3.34,0.87,27.12,35.6,Lavender,8680.38,0.82,496.27
3.59,1.54,16.02,2.99,0.89,24.93,33.81,Rosemary,4567.73,0.66,499.59
5.82,1.67,15.47,7.23,0.75,28.8,27.03,Borage,3171.4,0.97,724.03
9.08,1.54,21.16,4.5,0.74,43.7,43.04,Heather,9424.9,0.8,738.09
9.63,1.51,16.94,5.25,0.88,29.4,29.05,Acacia,3754.22,0.87,473.79
8.65,1.83,21.47,4.68,0.81,25.51,32.44,Wildflower,8073.57,0.82,264.51
3.79,1.69,19.2,4.15,0.72,32.25,20.28,Sage,6567.19,0.82,756.63
1.45,1.41,14.26,3.78,0.84,40.79,25.36,Borage,4325.46,1.0,744.91
9.25,1.69,20.8,4.57,0.76,40.77,29.32,Orange Blossom,8328.53,0.82,206.6
9.09,1.71,22.22,6.78,0.71,43.15,34.56,Borage,2016.25,0.64,472.8
3.56,1.8,17.76,3.0,0.75,31.3,25.44,Manuka,6787.44,1.0,976.69
5.38,1.73,13.23,4.3,0.7,33.01,40.86,Eucalyptus,3397.41,1.0,694.53
2.46,1.69,23.28,6.34,0.75,22.9,35.74,Orange Blossom,2330.52,0.64,159.56
2.43,1.4,15.29,4.48,0.82,42.43,39.31,Alfalfa,3127.72,1.0,432.62
7.24,1.74,24.72,5.59,0.77,21.75,30.65,Eucalyptus,9280.98,0.66,459.59
9.98,1.39,18.06,3.12,0.77,40.51,24.55,Blueberry,4084.64,1.0,946.46
1.66,1.7,16.44,4.93,0.82,33.13,32.47,Sage,3989.0,0.84,779.81
8.42,1.26,17.88,4.29,0.71,25.84,30.25,Buckwheat,7106.72,1.0,684.45
4.25,1.63,14.93,3.68,0.82,26.71,23.96,Thyme,5610.14,0.8,730.06
3.05,1.33,17.26,4.46,0.71,42.81,28.27,Sage,9430.84,1.0,926.3
7.71,1.75,12.67,4.61,0.76,25.17,27.59,Acacia,2211.79,0.8,431.91
2.49,1.76,17.69,3.49,0.73,27.66,40.06,Heather,9825.56,0.98,907.76
9.42,1.65,19.65,6.39,0.79,27.52,32.31,Chestnut,2526.81,0.66,639.64
4.92,1.61,13.02,6.81,0.89,25.41,25.25,Heather,2054.26,0.94,875.3
9.18,1.79,21.33,6.97,0.89,48.68,39.88,Wildflower,1575.63,0.64,204.28
8.22,1.37,15.68,5.87,0.84,24.45,29.22,Sage,4077.41,0.9,835.44
7.14,1.25,23.12,3.97,0.76,42.75,44.99,Avocado,6298.76,1.0,976.69
1.66,1.83,17.94,3.76,0.75,30.64,35.51,Rosemary,7678.02,1.0,754.98
3.44,1.37,14.23,6.85,0.86,23.7,38.78,Wildflower,3300.37,0.9,290.28
5.42,1.59,17.93,6.51,0.88,28.4,31.85,Sunflower,1553.52,1.0,885.99
7.75,1.47,19.06,6.15,0.75,40.79,40.53,Rosemary,4177.16,0.64,480.71
2.09,1.7,20.01,6.7,0.82,26.37,36.86,Chestnut,6770.49,0.66,639.64
7.2,1.49,21.02,6.8,0.88,47.55,20.84,Acacia,3313.79,0.64,345.99
1.81,1.55,13.31,2.86,0.78,29.43,24.99,Heather,5018.52,0.64,589.79
2.64,1.52,16.17,4.91,0.71,37.42,43.59,Lavender,7655.87,0.82,493.25
7.97,1.35,19.09,7.02,0.79,45.82,34.0,Acacia,9795.66,0.64,344.91
9.77,1.48,17.9,5.96,0.86,36.34,29.16,Alfalfa,4160.96,0.89,385.85
3.21,1.28,21.96,3.05,0.74,42.07,33.22,Blueberry,2680.51,0.82,777.84
2.83,1.26,19.72,6.33,0.76,47.34,36.82,Rosemary,7382.6,0.66,499.59
6.91,1.44,20.77,3.58,0.81,39.78,21.69,Lavender,4774.06,1.0,603.85
2.09,1.28,20.55,4.45,0.85,26.46,37.54,Manuka,9957.56,0.8,776.29
5.61,1.82,20.52,4.29,0.73,43.78,38.24,Rosemary,9008.46,1.0,754.98
3.95,1.38,17.73,3.7,0.72,29.37,30.25,Orange Blossom,4355.96,1.0,251.38
5.64,1.83,18.11,2.85,0.86,33.08,20.98,Manuka,9963.39,0.94,918.04
8.32,1.84,17.63,7.25,0.71,23.08,40.76,Orange Blossom,6689.97,0.85,212.89
9.65,1.83,13.83,5.56,0.89,29.3,36.0,Wildflower,4145.2,0.66,212.98
8.31,1.8,21.96,5.68,0.83,38.8,24.18,Thyme,3309.89,0.66,601.7
9.87,1.57,15.58,3.1,0.72,28.59,32.99,Eucalyptus,4017.97,0.82,570.79
4.76,1.84,14.7,3.63,0.8,25.81,41.84,Tupelo,7921.77,0.8,746.12
